Place_ID,Place_Name,City,Province,Category,Latitude,Longitude,Terrain_Type,Time_Needed (H),Rating,real_distance
85,Trincomalee Bay Whale & Dolphin Watching,Trincomalee,Eastern,Adventure,8.575,81.235,Off-Road,4.0,4.6,240.3947
1,Wilpattu National Park (Puttalam Entrance),Eluwankulama,North Western,Safari,8.456,79.995,Off-Road,6.0,4.8,227.0342
2,Kalpitiya Beach,Kalpitiya,North Western,Beach,8.229,79.769,Paved,4.0,4.6,138.4459
3,Kalpitiya Lagoon,Kalpitiya,North Western,Nature,8.246,79.77,Off-Road,3.0,4.6,139.395
4,Dutch Fort (Kalpitiya),Kalpitiya,North Western,History,8.232,79.765,Paved,1.5,4.4,137.5787
5,Kite Surfing - Kalpitiya,Kalpitiya,North Western,Adventure,8.239,79.764,Off-Road,4.0,4.7,137.81310000000002
6,Dolphin & Whale Watching (Kalpitiya),Kalpitiya,North Western,Adventure,8.24,79.76,Off-Road,4.0,4.6,138.231
7,Alankuda Beach,Alankuda,North Western,Beach,8.128,79.714,Paved,4.0,4.5,125.153
8,Kudawa Beach (Kalpitiya Peninsula),Kudawa,North Western,Beach,8.245,79.735,Off-Road,3.5,4.4,139.5253
9,Baththalangunduwa Island,Baththalangunduwa,North Western,Adventure,8.266,79.721,Off-Road,6.0,4.5,141.4036
10,Dutch Bay (Puttalam Lagoon Side),Kalpitiya,North Western,Nature,8.24,79.77,Off-Road,2.5,4.4,137.7367
11,St. Anne’s Shrine,Talawila,North Western,Religious,8.065,79.709,Paved,2.0,4.7,118.6952
12,Talawila Beach,Talawila,North Western,Beach,8.066,79.707,Paved,3.5,4.4,118.8744
13,Munneswaram Kovil,Chilaw,North Western,Religious,7.588,79.799,Paved,2.0,4.6,51.8159
14,St. Mary’s Cathedral (Chilaw),Chilaw,North Western,Religious,7.575,79.795,Paved,1.5,4.4,50.3165
15,Chilaw Beach Park,Chilaw,North Western,Beach,7.574,79.794,Paved,3.0,4.3,50.5869
16,Anawilundawa Wetland Sanctuary,Anawilundawa,North Western,Birding,7.676,79.825,Off-Road,3.5,4.6,63.9804
17,Senanayake Samudraya View (Puttalam side),Puttalam,North Western,Viewpoint,8.02,79.83,Paved,1.5,4.2,102.0209
18,Puttalam Lagoon,Puttalam,North Western,Nature,8.033,79.829,Off-Road,3.0,4.4,103.5583
19,Puttalam Salt Pans (Palavi area),Palavi,North Western,Culture,8.036,79.835,Paved,2.5,4.3,104.4071
20,Kurunegala Elephant Rock (Ethagala),Kurunegala,North Western,Viewpoint,7.486,80.363,Hilly,2.0,4.6,76.3138
21,Athugala Buddha Statue,Kurunegala,North Western,Religious,7.4865,80.3625,Hilly,1.5,4.6,76.228
22,Kurunegala Lake (Wewa) Walk,Kurunegala,North Western,Relax,7.483,80.357,Paved,1.5,4.4,76.145
23,Kurunegala Clock Tower Area,Kurunegala,North Western,History,7.4868,80.362,Paved,1.0,4.2,76.49560000000001
24,Ridi Viharaya,Ridigama,North Western,Religious,7.522,80.437,Hilly,2.0,4.7,86.2946
25,Arankele Forest Monastery,Arankele,North Western,History,7.635,80.318,Off-Road,2.5,4.6,100.94969999999999
26,Yapahuwa Rock Fortress,Yapahuwa,North Western,History,7.816,80.313,Hilly,3.5,4.7,131.7876
27,Yapahuwa Stone Stairway & Lion Gate,Yapahuwa,North Western,History,7.8165,80.3135,Hilly,2.5,4.7,131.7127
28,Panduwasnuwara Ancient Kingdom Ruins,Panduwasnuwara,North Western,History,7.708,80.202,Paved,2.0,4.5,110.88239999999999
29,Panduwasnuwara Museum,Panduwasnuwara,North Western,Museum,7.7085,80.2025,Paved,1.5,4.4,110.7937
30,Deduru Oya Reservoir,Deduru Oya,North Western,Nature,7.6,80.25,Off-Road,2.5,4.4,99.70410000000001
31,Deduru Oya River Banks (Chilaw side),Chilaw,North Western,Nature,7.57,79.82,Off-Road,2.0,4.3,53.6959
32,Negombo–Puttalam Coastal Drive Viewpoints,Wennappuwa,North Western,Viewpoint,7.52,79.85,Paved,1.5,4.2,44.184
33,Waikkal Beach (NW stretch),Waikkal,North Western,Beach,7.3189,79.8555,Paved,3.0,4.4,21.1519
34,Marawila Beach,Marawila,North Western,Beach,7.409,79.826,Paved,3.5,4.4,30.7428
35,Marawila Church (St. Sebastian’s),Marawila,North Western,Religious,7.4095,79.8255,Paved,1.5,4.3,30.816200000000002
36,Maha Oya River Mouth,Wennappuwa,North Western,Nature,7.5,79.84,Off-Road,2.0,4.2,42.4545
37,Maha Oya Estuary Birding,Wennappuwa,North Western,Birding,7.501,79.8405,Off-Road,2.5,4.3,42.5192
38,Udappu Lagoon,Udappu,North Western,Nature,7.742,79.819,Off-Road,2.5,4.4,76.5455
39,Udappu Bird Sanctuary (local),Udappu,North Western,Birding,7.741,79.82,Off-Road,3.0,4.4,76.6989
40,Chilaw Lagoon,Chilaw,North Western,Nature,7.582,79.786,Off-Road,2.5,4.3,51.604800000000004
41,Chilaw Fishing Harbour Walk,Chilaw,North Western,Culture,7.5755,79.792,Paved,1.5,4.2,50.704699999999995
42,Mahawewa / Maha Oya Scenic Bridge,Marawila,North Western,Architecture,7.415,79.828,Paved,1.0,4.1,31.1747
43,Anamaduwa Reservoir (Anamaduwa Wewa),Anamaduwa,North Western,Nature,7.873,80.01,Off-Road,2.5,4.3,94.9826
44,Chilaw Munneswaram Festival Grounds,Chilaw,North Western,Culture,7.5885,79.7995,Paved,2.0,4.3,51.9032
45,Puttalam Grand Mosque,Puttalam,North Western,Religious,8.036,79.828,Paved,1.5,4.3,103.7667
46,St. James’ Church (Kurunegala),Kurunegala,North Western,Religious,7.486,80.36,Paved,1.5,4.2,76.3634
47,Padeniya Raja Maha Viharaya,Padeniya,North Western,Religious,7.566,80.41,Paved,1.5,4.4,93.4639
48,Bathalagoda Tank,Bathalagoda,North Western,Nature,7.59,80.36,Off-Road,2.5,4.3,91.3371
49,Bathalagoda Bird Watching Point,Bathalagoda,North Western,Birding,7.5905,80.3595,Off-Road,2.5,4.3,91.5828
50,Thalawila Scenic Coastal Belt,Talawila,North Western,Relax,8.062,79.708,Paved,2.0,4.3,118.8965
51,Kalpitiya Dutch Church Ruins,Kalpitiya,North Western,History,8.2325,79.7655,Paved,1.5,4.2,137.56889999999999
52,Kalpitiya Peninsula Sand Dunes,Kalpitiya,North Western,Nature,8.24,79.74,Off-Road,3.0,4.4,139.1286
53,Palavi Railway Station Heritage Stop,Palavi,North Western,History,8.04,79.835,Paved,1.0,4.0,104.574
54,Eluwankulama Village Edge (Wilpattu buffer),Eluwankulama,North Western,Culture,8.455,80.0,Off-Road,2.0,4.2,223.2635
55,Anuradhapura–Puttalam Road Scenic Point (NW),Nochchiyagama Border,NW,Viewpoint,8.35,80.1,Paved,1.5,4.1,157.8417
56,Maha Saman Devalaya (Chilaw area),Chilaw,North Western,Religious,7.585,79.79,Paved,1.5,4.2,52.215
57,Kurinchanpitiya Mangroves,Puttalam,North Western,Nature,8.065,79.83,Off-Road,2.5,4.3,107.5984
58,Puttalam Kite Beach (lagoon edge),Kalpitiya,North Western,Adventure,8.24,79.772,Off-Road,3.5,4.5,137.6873
59,Meemure? (not NW) placeholder removed,,-,-,0.0,0.0,-,0.0,0.0,
60,Chilaw–Puttalam Mangrove Boat Ride (local),Puttalam,North Western,Adventure,8.03,79.828,Off-Road,3.5,4.4,103.162
61,Kurunegala Cultural Centre Area,Kurunegala,North Western,Culture,7.488,80.362,Paved,1.5,4.2,79.2536
62,Wellawa Wewa,Wellawa,North Western,Nature,7.85,80.25,Off-Road,2.5,4.3,126.5505
63,Maligatenna? (not NW) placeholder removed,,-,-,0.0,0.0,-,0.0,0.0,
64,Polpitigama Village Walk,Polpitigama,North Western,Culture,7.81,80.41,Paved,2.0,4.2,116.654
65,Maho Railway Junction Heritage Stop,Maho,North Western,History,7.822,80.28,Paved,1.5,4.2,126.944
66,Maho River Viewpoint,Maho,North Western,Viewpoint,7.824,80.276,Paved,1.5,4.2,125.941
67,Narammala Lake Walk,Narammala,North Western,Relax,7.43,80.22,Paved,1.5,4.1,64.14569999999999
68,Kuliyapitiya Town Market,Kuliyapitiya,North Western,Shopping,7.47,80.04,Paved,1.5,4.1,53.0151
69,Kuliyapitiya Temple Circuit,Kuliyapitiya,North Western,Religious,7.468,80.0405,Paved,2.0,4.2,53.063199999999995
70,Galgamuwa Park & Tank,Galgamuwa,North Western,Park,7.995,80.265,Paved,1.5,4.2,134.4718
71,Galgamuwa Town Viewpoint,Galgamuwa,North Western,Viewpoint,7.998,80.268,Paved,1.0,4.1,134.1863
72,Nikaweratiya Reservoir,Nikaweratiya,North Western,Nature,7.75,80.12,Off-Road,2.5,4.2,93.3877
73,Wariyapola Sri Sumangala Rajamaha Viharaya,Wariyapola,North Western,Religious,7.61,80.24,Paved,1.5,4.4,88.23830000000001
74,Kobeigane Temple Loop,Kobeigane,North Western,Religious,7.65,80.23,Paved,1.5,4.2,106.24610000000001
75,Bingiriya Temple Area,Bingiriya,North Western,Religious,7.605,80.03,Paved,1.5,4.2,68.7206
76,Chilaw Marina (local),Chilaw,North Western,Relax,7.575,79.7925,Paved,1.5,4.1,50.6441
77,Kalpitiya Lagoon Sunset Point,Kalpitiya,North Western,Viewpoint,8.2465,79.7705,Paved,1.5,4.5,139.395
78,Rambaken Oya Scenic Stop,Yapahuwa area,North Western,Nature,7.82,80.3,Off-Road,2.5,4.2,130.54139999999998
79,Yapahuwa Museum Corner,Yapahuwa,North Western,Museum,7.8162,80.3128,Paved,1.5,4.3,131.7964
80,Panduwasnuwara Ancient Tank Walk,Panduwasnuwara,North Western,Nature,7.706,80.205,Off-Road,2.5,4.3,110.6235
1,Jaffna Fort,Jaffna,Northern,History,9.6616,80.0108,Paved,2.0,4.6,375.0485
2,Nallur Kandaswamy Kovil,Nallur,Northern,Religious,9.6733,80.0302,Paved,2.0,4.8,373.0535
3,Jaffna Public Library,Jaffna,Northern,Museum,9.6685,80.0255,Paved,1.5,4.7,373.6671
4,Jaffna Archaeological Museum,Jaffna,Northern,Museum,9.6649,80.0293,Paved,1.5,4.5,372.97
5,Dutch Reformed Church (Jaffna),Jaffna,Northern,History,9.6638,80.0138,Paved,1.0,4.4,375.32340000000005
6,Jaffna Market,Jaffna,Northern,Shopping,9.664,80.021,Paved,1.5,4.3,374.10209999999995
7,Old Park (Jaffna),Jaffna,Northern,Park,9.668,80.0155,Paved,1.5,4.2,374.6999
8,Keerimalai Naguleswaram Kovil,Keerimalai,Northern,Religious,9.8236,80.0198,Paved,1.5,4.7,390.8885
9,Keerimalai Natural Springs,Keerimalai,Northern,Nature,9.8239,80.0194,Paved,1.5,4.5,390.8885
10,Kankesanthurai Beach (KKS),Kankesanthurai,Northern,Beach,9.8008,80.0387,Paved,2.5,4.3,387.5986
11,Kankesanthurai Harbor View,Kankesanthurai,Northern,Viewpoint,9.803,80.0405,Paved,1.0,4.2,387.5986
12,Kandarodai (Kadurugoda) Temple Complex,Chunnakam,Northern,History,9.7457,80.0309,Paved,2.0,4.6,380.9787
13,Nilavarai Bottomless Well,Nilavarai,Northern,Nature,9.7653,80.0264,Paved,1.5,4.5,383.67359999999996
14,Chundikulam National Park,Chundikulam,Northern,Nature,9.542,80.486,Off-Road,4.0,4.5,342.28
15,Chundikulam Lagoon Birding,Chundikulam,Northern,Birding,9.539,80.49,Off-Road,3.0,4.5,343.2831
16,Casuarina Beach,Karainagar,Northern,Beach,9.745,79.881,Paved,3.0,4.6,393.1848
17,Karainagar Causeway Drive,Karainagar,Northern,Relax,9.74,79.885,Paved,1.5,4.4,392.5855
18,Nagadeepa Purana Viharaya,Nagadeepa (Nainativu),Northern,Religious,9.6028,79.7696,Paved,2.0,4.8,409.2282
19,Nainativu Nagapooshani Amman Kovil,Nainativu,Northern,Religious,9.605,79.7705,Paved,2.0,4.8,409.6
20,Delft (Neduntheevu) Island,Delft,Northern,Adventure,9.545,79.685,Off-Road,6.0,4.6,422.918
21,Delft Wild Horses Area,Delft,Northern,Nature,9.535,79.69,Off-Road,4.0,4.5,421.3015
22,Delft Dutch Fort Ruins,Delft,Northern,History,9.52,79.667,Off-Road,2.0,4.4,424.2724
23,Pigeon Nest (Delft) Baobab Tree,Delft,Northern,Nature,9.5205,79.676,Off-Road,1.5,4.4,422.9335
24,Kayts Island (Velanai) Causeway View,Kayts,Northern,Viewpoint,9.62,79.82,Paved,1.5,4.3,401.7782
25,Kayts Dutch Fort Ruins,Kayts,Northern,History,9.675,79.83,Off-Road,1.5,4.2,399.42040000000003
26,Point Pedro Lighthouse,Point Pedro,Northern,History,9.816,80.24,Paved,1.5,4.5,372.5647
27,Point Pedro Beach,Point Pedro,Northern,Beach,9.82,80.235,Paved,2.5,4.4,371.6652
28,Valvettithurai Beach,VVT,Northern,Beach,9.811,80.17,Paved,2.5,4.3,377.4991
29,Thondaimanaru Lagoon,Thondaimanaru,Northern,Nature,9.808,80.1,Off-Road,2.5,4.4,382.85859999999997
30,Thondaimanaru Bridge Viewpoint,Thondaimanaru,Northern,Viewpoint,9.806,80.095,Paved,1.0,4.3,380.8827
31,Chavakachcheri Market Walk,Chavakachcheri,Northern,Culture,9.658,80.165,Paved,1.0,4.2,362.6418
32,Chavakachcheri Hindu Temples Loop,Chavakachcheri,Northern,Religious,9.654,80.16,Paved,2.0,4.3,361.2992
33,Manalkadu Sand Dunes,Manalkadu,Northern,Nature,9.69,80.32,Off-Road,3.0,4.5,352.34
34,Manalkadu Beach,Manalkadu,Northern,Beach,9.694,80.323,Off-Road,3.0,4.4,352.90270000000004
35,Mullaitivu Beach,Mullaitivu,Northern,Beach,9.267,80.815,Paved,3.0,4.3,311.125
36,Mullaitivu War Museum,Mullaitivu,Northern,Museum,9.266,80.814,Paved,1.5,4.2,310.43440000000004
37,Mullaitivu Lagoon,Mullaitivu,Northern,Nature,9.255,80.8,Off-Road,2.5,4.3,307.7869
38,Kokkilai Lagoon,Kokkilai,Northern,Birding,9.121,80.598,Off-Road,3.0,4.4,292.5155
39,Nayaru Lagoon,Nayaru,Northern,Nature,9.2,80.77,Off-Road,2.5,4.3,300.4962
40,Vavuniya Town Park,Vavuniya,Northern,Park,8.751,80.498,Paved,1.5,4.2,236.64079999999998
41,Vavuniya Market,Vavuniya,Northern,Shopping,8.7515,80.4988,Paved,1.5,4.2,236.5901
42,Madukanda Vihara,Madukanda,Northern,Religious,8.87,80.26,Paved,1.5,4.4,270.3596
43,Elephant Pass (Gateway),Elephant Pass,Northern,History,9.515,80.396,Paved,1.0,4.3,326.1168
44,Elephant Pass Lagoon Viewpoint,Elephant Pass,Northern,Viewpoint,9.51,80.39,Paved,1.0,4.3,326.1168
45,Kilinochchi War Memorial Area,Kilinochchi,Northern,History,9.395,80.403,Paved,1.5,4.1,313.1942
46,Kilinochchi Lagoon Edge,Kilinochchi,Northern,Nature,9.39,80.43,Off-Road,2.0,4.2,315.3101
47,Iranamadu Tank (Reservoir),Iranamadu,Northern,Nature,9.34,80.45,Off-Road,2.5,4.3,311.8243
48,Oddusuddan Thiruketheeswaram Kovil,Oddusuddan,Northern,Religious,9.171,80.681,Paved,1.5,4.3,294.94759999999997
49,Mannar Fort,Mannar,Northern,History,8.9815,79.9233,Paved,2.0,4.5,256.8457
50,Mannar Dutch Fort Walls Walk,Mannar,Northern,History,8.9812,79.9229,Paved,1.5,4.4,256.7921
51,Madurankuliya? (omitted),-,Northern,History,0.0,0.0,Paved,0.0,0.0,
52,Adams Bridge (Ram Setu) Viewpoint,Talaimannar,Northern,Viewpoint,9.091,79.731,Paved,2.0,4.6,286.0975
53,Talaimannar Lighthouse,Talaimannar,Northern,History,9.092,79.7318,Paved,1.5,4.5,285.9689
54,Talaimannar Pier & Beach,Talaimannar,Northern,Beach,9.09,79.733,Paved,2.5,4.4,283.2695
55,Thiruketheeswaram Kovil,Mannar,Northern,Religious,8.989,79.893,Paved,2.0,4.7,258.5053
56,Mannar Baobab Tree,Palampiddi/Mannar,Northern,Nature,8.952,79.913,Paved,1.0,4.5,253.07979999999998
57,Mannar Bird Sanctuary (Vankalai),Vankalai,Northern,Birding,8.954,79.928,Off-Road,3.0,4.6,252.875
58,Vankalai Lagoon,Vankalai,Northern,Nature,8.958,79.933,Off-Road,2.5,4.5,253.1661
59,Giants Tank (Yoda Wewa),Mannar,Northern,Nature,8.96,79.98,Off-Road,2.5,4.4,256.99920000000003
60,Arippu Dutch Church Ruins,Arippu,Northern,History,8.81,79.9,Off-Road,2.0,4.2,231.8912
61,Arippu Beach,Arippu,Northern,Beach,8.808,79.901,Off-Road,3.0,4.3,231.8912
62,Madu Church (Shrine of Our Lady of Madhu),Madhu,Northern,Religious,8.857,80.208,Paved,2.0,4.7,270.1574
63,Murunkan Temple Circuit,Murunkan,Northern,Religious,8.938,80.06,Paved,2.0,4.2,257.1999
64,Palmyrah House Cultural Center,Jaffna,Northern,Culture,9.665,80.02,Paved,1.5,4.3,374.15459999999996
65,Jaffna Lagoon Kayaking (local jetties),Jaffna,Northern,Adventure,9.68,80.005,Off-Road,3.0,4.4,376.5175
66,Thanthirimale? (out of province),-,Northern,History,0.0,0.0,Paved,0.0,0.0,
67,Charty Beach (near Point Pedro),Point Pedro,Northern,Beach,9.8205,80.245,Paved,2.5,4.3,373.04990000000004
68,Keerimalai Cliff Viewpoint,Keerimalai,Northern,Viewpoint,9.8242,80.0188,Hilly,1.0,4.5,390.8885
69,Jaffna Clock Tower,Jaffna,Northern,History,9.669,80.019,Paved,0.8,4.3,374.3178
70,Jaffna Railway Station Heritage Stop,Jaffna,Northern,History,9.667,80.0178,Paved,1.0,4.2,374.57840000000004
71,Kopay Hot Springs (local),Kopay,Northern,Nature,9.7,80.02,Off-Road,1.5,4.1,376.0526
72,Santhakulam Lake Walk,Jaffna,Northern,Relax,9.68,80.03,Paved,1.5,4.3,373.7617
73,Chavakachcheri Lagoon Edge,Chavakachcheri,Northern,Nature,9.66,80.17,Off-Road,2.0,4.2,361.9254
74,Puthukkudiyiruppu Town Memorial Area,Puthukkudiyiruppu,Northern,History,9.25,80.7,Paved,1.5,4.0,303.4594
75,Mullivaikkal Beach,Mullivaikkal,Northern,Beach,9.26,80.93,Off-Road,3.0,4.2,312.1272
76,Manthai West Ancient Port Area,Mannar (Mantai),Northern,History,8.981,79.95,Off-Road,2.0,4.3,257.2986
77,Pooneryn Fort Ruins,Pooneryn,Northern,History,9.502,80.207,Off-Road,2.0,4.3,341.2862
78,Pooneryn Beach,Pooneryn,Northern,Beach,9.495,80.203,Off-Road,3.0,4.3,341.8563
79,Iyakachchi Town Stop,Iyakachchi,Northern,Culture,9.445,80.452,Paved,1.0,4.1,323.1597
80,Mannar Causeway Drive,Mannar,Northern,Relax,9.0,79.95,Paved,1.5,4.4,257.2617
1,Sri Pada (Adam’s Peak) via Nallathanniya,Nallathanniya,Sabaragamuwa,Hiking,6.809,80.499,Hilly,6.0,4.9,142.7996
2,Sri Pada Sacred Area (Summit),Sri Pada,Sabaragamuwa,Religious,6.8096,80.4992,Hilly,2.0,4.9,142.7996
3,Peak Wilderness Sanctuary,Maskeliya,Sabaragamuwa,Nature,6.82,80.48,Off-Road,4.0,4.7,121.5474
4,Castlereagh Reservoir (Sabaragamuwa side),Hatton/Maskeliya,Sabaragamuwa,Relax,6.834,80.536,Paved,2.5,4.6,138.5075
5,Maussakelle Reservoir (near Maskeliya),Maskeliya,Sabaragamuwa,Relax,6.809,80.487,Paved,2.5,4.5,142.79160000000002
6,Laxapana Falls,Maskeliya,Sabaragamuwa,Nature,6.906,80.503,Hilly,2.5,4.6,120.6913
7,Aberdeen Falls,Ginigathhena,Sabaragamuwa,Hiking,6.99,80.383,Hilly,2.5,4.6,83.60119999999999
8,St. Clair’s Falls,Talawakelle,Sabaragamuwa,Nature,6.951,80.533,Hilly,2.0,4.6,109.53389999999999
9,Bopath Ella Falls,Kuruwita,Sabaragamuwa,Nature,6.806,80.378,Hilly,2.0,4.5,109.5405
10,Kuruwita Erathna Sri Pada Trailhead,Erathna,Sabaragamuwa,Hiking,6.789,80.4,Hilly,6.0,4.6,114.5393
11,Udawalawe National Park (Sabaragamuwa Gate),Embilipitiya,Sabaragamuwa,Safari,6.474,80.8893,Off-Road,6.0,4.8,204.2192
12,Udawalawe Elephant Transit Home,Ethanawala,Sabaragamuwa,Nature,6.4745,80.885,Paved,2.0,4.7,203.9952
13,Sankapala Raja Maha Viharaya,Kuruwita,Sabaragamuwa,Religious,6.82,80.383,Hilly,2.5,4.6,111.7422
14,Batadombalena Cave,Kuruwita,Sabaragamuwa,History,6.828,80.347,Hilly,2.5,4.6,104.1244
15,Belilena Cave,Kitulgala (near boundary),Sabaragamuwa,Adventure,6.989,80.414,Hilly,3.0,4.5,91.8929
16,Kitulgala White Water Rafting Zone,Kitulgala,Sabaragamuwa,Adventure,6.9895,80.415,Off-Road,4.0,4.7,91.89139999999999
17,Kanneliya? (not Sabaragamuwa) placeholder removed,,-,-,0.0,0.0,-,0.0,0.0,
18,Pinnawala Elephant Orphanage,Pinnawala,Sabaragamuwa,Nature,7.3,80.388,Paved,3.0,4.6,79.8945
19,Pinnawala Open Zoo (Elephant Safari Park),Pinnawala,Sabaragamuwa,Nature,7.304,80.389,Paved,3.0,4.4,80.6934
20,Millennium Elephant Foundation,Rambukkana,Sabaragamuwa,Nature,7.32,80.39,Paved,2.5,4.5,82.4355
21,Rambukkana Railway Station Heritage Stop,Rambukkana,Sabaragamuwa,History,7.323,80.391,Paved,1.0,4.1,83.6173
22,Alagalla Mountain Range (Sabaragamuwa access),Mawanella,Sabaragamuwa,Hiking,7.255,80.48,Hilly,5.0,4.6,87.7946
23,Elephant Bathing Point (Pinnawala River),Pinnawala,Sabaragamuwa,Relax,7.301,80.387,Paved,2.0,4.4,80.0098
24,Belihuloya River & Trails,Belihuloya,Sabaragamuwa,Nature,6.713,80.786,Hilly,3.0,4.6,185.4952
25,Belihuloya Samanalawewa Viewpoint,Belihuloya,Sabaragamuwa,Viewpoint,6.709,80.782,Hilly,2.0,4.6,184.482
26,Samanalawewa Reservoir,Belihuloya,Sabaragamuwa,Nature,6.707,80.767,Paved,2.5,4.6,181.72889999999998
27,Baker’s Bend (Belihuloya) Scenic Stop,Belihuloya,Sabaragamuwa,Viewpoint,6.71,80.78,Paved,1.5,4.4,183.9352
28,Bambarakanda Falls,Kalupahana,Sabaragamuwa,Nature,6.772,80.87,Hilly,2.5,4.8,201.7208
29,Lanka Ella Falls,Kalupahana,Sabaragamuwa,Hiking,6.79,80.866,Hilly,2.5,4.6,193.9267
30,Surathali Ella,Kalupahana,Sabaragamuwa,Nature,6.78,80.86,Hilly,2.0,4.5,203.93210000000002
31,Hawagala Mountain Viewpoint,Balangkoda,Sabaragamuwa,Viewpoint,6.65,80.7,Hilly,2.5,4.5,167.2761
32,Balangkoda Town Market,Balangkoda,Sabaragamuwa,Shopping,6.655,80.694,Paved,1.5,4.1,168.6915
33,Balangkoda Lake Walk,Balangkoda,Sabaragamuwa,Relax,6.66,80.7,Paved,1.5,4.2,168.7873
34,Balangkoda Ancient Cave Sites (local circuit),Balangkoda,Sabaragamuwa,History,6.64,80.71,Off-Road,3.0,4.3,168.48489999999998
35,Pahanthudawa Waterfall,Belihuloya,Sabaragamuwa,Hiking,6.704,80.764,Hilly,2.5,4.6,181.2615
36,Bambara Kanda Trailhead Walk,Kalupahana,Sabaragamuwa,Hiking,6.7715,80.8695,Hilly,2.0,4.5,201.7208
37,Ratnapura National Museum,Ratnapura,Sabaragamuwa,Museum,6.681,80.404,Paved,1.5,4.4,125.1994
38,Gem Museum (Ratnapura),Ratnapura,Sabaragamuwa,Museum,6.6815,80.405,Paved,1.5,4.3,124.8163
39,Ratnapura Gem Mining Experience (local),Ratnapura,Sabaragamuwa,Culture,6.68,80.41,Off-Road,3.0,4.5,125.4996
40,Maha Saman Devalaya,Ratnapura,Sabaragamuwa,Religious,6.6818,80.4022,Paved,1.5,4.6,124.7434
41,Batagama Raja Maha Viharaya,Ratnapura,Sabaragamuwa,Religious,6.69,80.402,Paved,1.5,4.4,124.9441
42,Pahanthudawa Natural Pool Area,Belihuloya,Sabaragamuwa,Nature,6.7045,80.7645,Hilly,2.0,4.5,181.37529999999998
43,Sinharaja Forest Reserve (Deniyaya side access),Deniyaya,Sabaragamuwa,Nature,6.408,80.468,Off-Road,6.0,4.8,157.7904
44,Sinharaja Rainforest (Kudawa entrance),Kudawa,Sabaragamuwa,Nature,6.428,80.461,Off-Road,6.0,4.8,155.31789999999998
45,Sinharaja Bird Watching Trails,Kudawa,Sabaragamuwa,Birding,6.43,80.46,Off-Road,5.0,4.7,155.0672
46,Sinharaja Forest Water Streams (local),Kudawa,Sabaragamuwa,Nature,6.429,80.462,Off-Road,4.0,4.6,155.9215
47,Reinhard (Rekawa?) placeholder removed,,-,-,0.0,0.0,-,0.0,0.0,
48,Morningside Forest Reserve,Kalawana,Sabaragamuwa,Nature,6.416,80.548,Off-Road,5.0,4.7,166.5108
49,Waturawa Ella Waterfall,Kalawana,Sabaragamuwa,Nature,6.47,80.52,Hilly,2.5,4.5,168.6321
50,Bopath Ella (Ratnapura District),Kuruwita,Sabaragamuwa,Nature,6.8065,80.3785,Hilly,2.0,4.5,109.5751
51,Kiriella Hot Springs (local),Kiriella,Sabaragamuwa,Nature,6.733,80.33,Paved,1.5,4.2,113.698
52,Kiriella Bridge View,Kiriella,Sabaragamuwa,Viewpoint,6.734,80.329,Paved,1.0,4.1,113.4578
53,Gilimalaya Rainforest Trail,Kalawana,Sabaragamuwa,Hiking,6.45,80.56,Off-Road,4.0,4.6,175.90470000000002
54,Handapan Ella Falls,Opanayake,Sabaragamuwa,Nature,6.695,80.49,Hilly,2.5,4.4,141.71470000000002
55,Kiribathgala Temple (Ratnapura),Ratnapura,Sabaragamuwa,Religious,6.69,80.42,Paved,1.5,4.3,127.403
56,Udawalawe Reservoir (Walawe) Viewpoint,Embilipitiya,Sabaragamuwa,Viewpoint,6.468,80.889,Paved,1.5,4.4,202.2474
57,Embilipitiya Town Park,Embilipitiya,Sabaragamuwa,Park,6.343,80.849,Paved,1.5,4.1,196.45
58,Suriyakanda Viewpoint,Suriyakanda,Sabaragamuwa,Viewpoint,6.406,80.659,Hilly,2.5,4.5,196.8525
59,Suriyakanda Hiking Trails,Suriyakanda,Sabaragamuwa,Hiking,6.404,80.661,Hilly,4.0,4.6,196.98229999999998
60,Deniyaya Town & Tea Estates,Deniyaya,Sabaragamuwa,Culture,6.345,80.557,Hilly,2.5,4.3,191.5286
61,Deniyaya Tea Factory Visit (local),Deniyaya,Sabaragamuwa,Museum,6.348,80.553,Hilly,1.5,4.4,192.4146
62,Bopaththalawa Scenic Road,Balangkoda,Sabaragamuwa,Relax,6.65,80.69,Paved,1.5,4.2,168.6141
63,Imbulpe Kiribathgala Forest Trail,Belihuloya,Sabaragamuwa,Nature,6.715,80.79,Off-Road,3.5,4.4,185.84279999999998
64,Gem Pits Viewpoint (Ratnapura outskirts),Ratnapura,Sabaragamuwa,Viewpoint,6.675,80.42,Off-Road,2.0,4.3,127.103
65,Kalawana River Bathing Spots,Kalawana,Sabaragamuwa,Relax,6.53,80.41,Off-Road,2.5,4.3,141.9409
66,Sinharaja Conservation Centre (Kudawa),Kudawa,Sabaragamuwa,Museum,6.4295,80.4605,Paved,1.5,4.4,155.0672
67,Pathan Oya Nature Stop,Belihuloya,Sabaragamuwa,Nature,6.705,80.77,Off-Road,2.5,4.3,181.6239
68,Kirindi Ella Waterfall,Ratnapura,Sabaragamuwa,Nature,6.714,80.426,Hilly,2.5,4.6,132.01129999999998
69,Kirindi Ella Forest Trail,Ratnapura,Sabaragamuwa,Hiking,6.7135,80.4255,Hilly,3.0,4.5,131.9772
